category,rating_level,keyword,template_text,variation_group
GAPS,ANY,COMPARISON,"{Student} chưa nắm vững các dạng so sánh bất quy tắc như good-better-best, bad-worse-worst.",3
GAPS,ANY,COMPARISON,"Con còn lúng túng khi sử dụng cấu trúc so sánh bằng 'as...as' trong câu phủ định.",4
GAPS,ANY,MODAL_VERBS,"{Student} chưa phân biệt rõ cách dùng của các động từ khuyết thiếu như 'must', 'have to' và 'should'.",1
GAPS,ANY,MODAL_VERBS,"Con hay quên rằng sau động từ khuyết thiếu phải là một động từ nguyên mẫu không 'to'.",2
GAPS,ANY,MODAL_VERBS,"{Student} còn lúng túng với dạng phủ định của modal verbs, đặc biệt là sự khác nhau giữa 'mustn't' và 'don't have to'.",3
GAPS,ANY,MODAL_VERBS,"Con chưa nắm bắt được cách dùng modal verbs ở quá khứ như 'should have V3' hay 'must have V3'.",4
GAPS,ANY,GERUND_INFINITIVE,"{Student} hay nhầm lẫn khi nào dùng V-ing và khi nào dùng to-V sau các động từ nhất định.",1
GAPS,ANY,GERUND_INFINITIVE,"Con còn lúng túng với các động từ có thể đi kèm cả hai dạng nhưng khác nghĩa như 'remember', 'forget', 'stop'.",2
GAPS,ANY,GERUND_INFINITIVE,"{Student} cần lưu ý các cấu trúc đi kèm với 'suggest', 'consider' luôn phải là V-ing.",3
GAPS,ANY,GERUND_INFINITIVE,"Con hay quên dùng to-V sau các tính từ như 'it is easy to...', 'it is important to...'.",4
GAPS,ANY,SUBJECT_VERB_AGREEMENT,"{Student} hay quên chia động từ theo chủ ngữ số ít, đặc biệt là khi chủ ngữ dài và phức tạp.",1
GAPS,ANY,SUBJECT_VERB_AGREEMENT,"Con còn lúng túng với sự hòa hợp giữa chủ ngữ và động từ khi dùng các cấu trúc 'either...or', 'neither...nor'.",2
GAPS,ANY,SUBJECT_VERB_AGREEMENT,"{Student} chưa nắm vững quy tắc chia động từ với các đại từ bất định như 'everyone', 'someone'.",3
GAPS,ANY,SUBJECT_VERB_AGREEMENT,"Con còn nhầm lẫn khi chia động từ với các danh từ tập hợp như 'family', 'team', 'class'.",4
GAPS,ANY,ARTICLES,"{Student} còn hay bỏ sót mạo từ 'a/an/the' trước các danh từ đếm được số ít.",1
GAPS,ANY,ARTICLES,"Con còn lúng túng khi lựa chọn giữa 'a' và 'an' dựa trên cách phát âm của từ đứng sau.",2
GAPS,ANY,ARTICLES,"{Student} chưa nắm vững các trường hợp không dùng mạo từ (zero article).",3
GAPS,ANY,ARTICLES,"Con hay nhầm lẫn cách dùng 'the' để chỉ những vật duy nhất hoặc đã được xác định trước đó.",4
GAPS,ANY,PREPOSITIONS,"{Student} hay dùng sai giới từ đi kèm với các tính từ và động từ thông dụng.",1
GAPS,ANY,PREPOSITIONS,"Con thường xuyên nhầm lẫn giữa các giới từ chỉ thời gian như 'in', 'on', 'at'.",2
GAPS,ANY,PREPOSITIONS,"{Student} cần chú ý hơn đến giới từ chỉ nơi chốn, đặc biệt là trong các trường hợp đặc biệt.",3
GAPS,ANY,PREPOSITIONS,"Kiến thức về giới từ của con còn khá yếu, {Student} hay dịch word-by-word từ tiếng Việt sang.",4
GAPS,ANY,PREPOSITIONS,"Con gặp khó khăn trong việc ghi nhớ các cụm giới từ cố định (prepositional phrases).",5
GAPS,ANY,PREPOSITIONS,"{Student} cần luyện tập thêm để phân biệt cách dùng 'to' và 'for' trong các tình huống cụ thể.",6
GAPS,ANY,PREPOSITIONS,"Phần giới từ sau danh từ của {Student} còn hay bị sai sót, con cần lập danh mục để học thuộc.",7
GAPS,ANY,PREPOSITIONS,"{Student} cần lập danh mục các giới từ đi kèm với động từ thường gặp để dễ ôn tập hơn.",8
GAPS,ANY,PREPOSITIONS,"Con hay quên không dùng giới từ sau một số động từ đặc biệt, {Student} nên chú ý kỹ.",9
GAPS,ANY,REPORTED_SPEECH,"{Student} chưa nắm vững quy tắc lùi thì khi chuyển đổi từ câu trực tiếp sang gián tiếp.",1
GAPS,ANY,REPORTED_SPEECH,"Con còn lúng túng khi thay đổi các đại từ và trạng từ chỉ thời gian, nơi chốn trong câu tường thuật.",2
GAPS,ANY,REPORTED_SPEECH,"{Student} hay quên thay đổi cấu trúc câu hỏi thành câu trần thuật khi tường thuật lại.",3
GAPS,ANY,REPORTED_SPEECH,"Con cần chú ý hơn đến các động từ tường thuật đặc biệt như 'suggest', 'remind', 'advise'.",4
GAPS,ANY,QUESTION_FORMS,"{Student} còn nhầm lẫn khi đặt câu hỏi với động từ 'to be' và động từ thường, hay quên đảo trợ động từ.",1
GAPS,ANY,QUESTION_FORMS,"Con gặp khó khăn khi sử dụng các từ để hỏi (Wh-questions) sao cho đúng ngữ pháp và ngữ cảnh.",2
GAPS,ANY,QUESTION_FORMS,"{Student} cần lưu ý cấu trúc câu hỏi đuôi (tag questions), con hay nhầm lẫn về thì và thể của đuôi.",3
GAPS,ANY,QUESTION_FORMS,"Con hay quên dùng trợ động từ 'do/does/did' trong câu hỏi phủ định.",4
GAPS,ANY,WORD_FORM,"{Student} chưa phân biệt rõ cách dùng danh từ, động từ, tính từ và trạng từ trong một câu cụ thể.",1
GAPS,ANY,WORD_FORM,"Con còn lúng túng khi sử dụng các hậu tố (suffixes) để chuyển đổi loại từ, ví dụ như biến tính từ thành danh từ.",2
GAPS,ANY,WORD_FORM,"{Student} hay dùng sai loại từ sau các giới từ hoặc mạo từ, cần chú ý kỹ hơn về cấu trúc ngữ pháp.",3
GAPS,ANY,WORD_FORM,"Con cần rèn luyện thêm về các tiền tố (prefixes) mang nghĩa phủ định như 'un-', 'im-', 'in-'.",4
GAPS,ANY,PHRASAL_VERBS,"{Student} còn gặp nhiều khó khăn trong việc ghi nhớ ý nghĩa đa dạng của các cụm động từ thông dụng.",1
GAPS,ANY,PHRASAL_VERBS,"Con hay nhầm lẫn giữa các phrasal verbs có cùng động từ chính nhưng khác giới từ đi kèm.",2
GAPS,ANY,PHRASAL_VERBS,"{Student} cần lưu ý vị trí của tân ngữ trong các cụm động từ có thể tách rời (separable phrasal verbs).",3
GAPS,ANY,PHRASAL_VERBS,"Con hay lúng túng khi sử dụng phrasal verbs trong văn viết, đôi khi dùng chưa đúng ngữ cảnh trang trọng.",4
GAPS,ANY,PRONUNCIATION,"{Student} còn phát âm sai một số âm đuôi (ending sounds) quan trọng như /s/, /ed/, /t/.",1
GAPS,ANY,PRONUNCIATION,"Con gặp khó khăn trong việc nhấn trọng âm của từ (word stress), làm cho lời nói chưa có ngữ điệu tự nhiên.",2
GAPS,ANY,PRONUNCIATION,"{Student} thường xuyên nhầm lẫn giữa các nguyên âm ngắn và nguyên âm dài (short vs long vowels).",3
GAPS,ANY,PRONUNCIATION,"Cách phát âm các phụ âm kép của {Student} còn chưa rõ ràng, khiến người nghe khó nắm bắt ý.",4
GAPS,ANY,PRONUNCIATION,"Con chưa nắm vững quy tắc nối âm (linking sounds) trong các câu giao tiếp thông thường.",5
GAPS,ANY,PRONUNCIATION,"{Student} cần chú ý hơn đến ngữ điệu (intonation) khi lên giọng ở câu hỏi và xuống giọng ở câu trần thuật.",6
GAPS,ANY,PRONUNCIATION,"Phát âm của {Student} còn bị ảnh hưởng nhiều bởi tiếng mẹ đẻ, cần luyện tập để âm gió chuẩn hơn.",7
GAPS,ANY,PRONUNCIATION,"Con hay bỏ sót các âm tiết ở giữa của những từ dài (3-4 âm tiết).",8
GAPS,ANY,PRONUNCIATION,"{Student} còn lúng túng khi phát âm các từ có chứa âm /θ/ và /ð/.",9
GAPS,ANY,PRONUNCIATION,"Con cần luyện tập thêm về cách phát âm âm /r/ và /l/ để tránh gây nhầm lẫn khi nói.",10
GAPS,ANY,PRONUNCIATION,"{Student} cần rèn luyện thêm về cách phát âm của các nguyên âm đôi (diphthongs).",11
GAPS,ANY,PRONUNCIATION,"Con hay gặp lỗi nuốt âm (elision) ở những từ có cấu trúc âm tiết phức tạp.",12
GAPS,ANY,LISTENING,"{Student} còn lúng túng khi nghe các đoạn hội thoại có tốc độ nói nhanh.",1
GAPS,ANY,LISTENING,"Con gặp khó khăn trong việc nhận diện các từ đồng âm hoặc có phát âm tương tự nhau.",2
GAPS,ANY,LISTENING,"{Student} thường chỉ bắt được từ khóa lẻ tẻ mà chưa hiểu được toàn bộ nội dung đoạn văn.",3
GAPS,ANY,LISTENING,"Khả năng nghe và chép chính tả (dictation) của con còn hạn chế do chưa thuộc kỹ mặt chữ.",4
GAPS,ANY,LISTENING,"Con dễ bị mất tập trung khi đoạn băng có nhiều tiếng ồn nền hoặc nhiều nhân vật nói chuyện.",5
GAPS,ANY,LISTENING,"{Student} còn yếu trong việc nghe và phân biệt các con số, ngày tháng hoặc số điện thoại.",6
GAPS,ANY,LISTENING,"Con cần luyện tập thêm kỹ năng nghe lấy ý chính (skimming) để không bị quá tải thông tin.",7
GAPS,ANY,LISTENING,"{Student} thường xuyên hiểu sai ý của người nói do chưa nắm chắc các cấu trúc ngữ pháp thông dụng.",8
GAPS,ANY,LISTENING,"Khả năng phản xạ của con với các câu hỏi sau bài nghe còn chậm, cần được rèn luyện thêm.",9
GAPS,ANY,LISTENING,"Con gặp khó khăn khi nghe các bài có giọng (accent) khác lạ như Anh-Anh hoặc Anh-Úc.",10
GAPS,ANY,LISTENING,"{Student} gặp khó khăn trong việc bắt kịp tốc độ nói tự nhiên của người bản xứ.",11
GAPS,ANY,LISTENING,"Con còn lúng túng khi nghe các đoạn hội thoại có nhiều tiếng ồn nền hoặc tạp âm.",12
GAPS,ANY,LISTENING,"{Student} thường xuyên bỏ lỡ các thông tin số liệu cụ thể như ngày tháng, giờ giấc trong bài nghe.",13
GAPS,ANY,LISTENING,"Con cần rèn luyện thêm kỹ năng nghe chép chính tả để cải thiện khả năng ghi nhớ từ vựng qua âm thanh.",14
GAPS,ANY,SPEAKING,"{Student} còn khá rụt rè khi giao tiếp, cần được khuyến khích mở lời nhiều hơn.",1
GAPS,ANY,SPEAKING,"Con hay bị ngắt quãng do phải dừng lại suy nghĩ từ vựng, phản xạ giao tiếp chưa thực sự tự nhiên.",2
GAPS,ANY,SPEAKING,"{Student} cần chú ý hơn đến ngữ điệu và trọng âm để lời nói truyền cảm và chính xác hơn.",3
GAPS,ANY,SPEAKING,"Con đôi khi còn nhầm lẫn các cấu trúc ngữ pháp cơ bản khi đang tập nói nhanh.",4
GAPS,ANY,READING,"{Student} thường nản lòng khi gặp các đoạn văn dài có nhiều cấu trúc phức tạp.",1
GAPS,ANY,READING,"Con còn hay tra từ điển quá nhiều thay vì cố gắng đoán nghĩa từ vựng qua ngữ cảnh.",2
GAPS,ANY,READING,"{Student} cần cải thiện kỹ năng tìm ý chính (skimming) để không bị mất quá nhiều thời gian cho một bài đọc.",3
GAPS,ANY,READING,"Con thường xuyên nhầm lẫn giữa các chi tiết nhỏ dẫn đến việc trả lời sai các câu hỏi đọc hiểu.",4
GAPS,ANY,WRITING,"{Student} còn viết câu đơn giản, chưa sử dụng được các từ nối để bài viết mạch lạc hơn.",1
GAPS,ANY,WRITING,"Con hay mắc các lỗi viết hoa, dấu câu và trình bày đoạn văn chưa thực sự khoa học.",2
GAPS,ANY,WRITING,"{Student} cần tích lũy thêm vốn từ vựng học thuật để bài viết có chiều sâu và chuyên nghiệp hơn.",3
GAPS,ANY,WRITING,"Con còn lúng túng trong việc triển khai ý tưởng từ dàn ý thành một bài viết hoàn chỉnh.",4
GAPS,ANY,VOCABULARY,"{Student} biết nhiều từ vựng nhưng còn lúng túng trong việc sử dụng chúng đúng ngữ cảnh.",1
GAPS,ANY,VOCABULARY,"Con hay bị nhầm lẫn giữa các từ có nghĩa gần giống nhau hoặc các từ dễ gây nhầm lẫn (confusing words).",2
GAPS,ANY,VOCABULARY,"{Student} cần rèn luyện thêm cách kết hợp từ (collocations) để diễn đạt tự nhiên như người bản xứ.",3
GAPS,ANY,VOCABULARY,"Vốn từ vựng của con về các chủ điểm chuyên sâu còn hạn chế, cần đọc thêm tài liệu bổ trợ.",4
GAPS,ANY,FLYERS,"{Student} còn lúng túng với phần 'Listening Part 1', cần chú ý kỹ hơn về các chi tiết nhỏ để điền từ đúng.",1
GAPS,ANY,FLYERS,"Con gặp khó khăn ở phần 'Reading and Writing Part 4', đặc biệt là việc chọn từ đúng để điền vào đoạn văn.",2
GAPS,ANY,FLYERS,"{Student} chưa thực sự tự tin ở phần 'Speaking', con cần luyện tập trả lời các câu hỏi mở rộng hơn.",3
GAPS,ANY,FLYERS,"Con còn hay nhầm lẫn các thông tin trong phần 'Reading and Writing Part 2', cần đọc kỹ ngữ cảnh hơn.",4
GAPS,ANY,KET,"{Student} gặp khó khăn ở phần 'Reading Part 5', con cần nắm chắc ngữ pháp cơ bản để điền từ đúng.",1
GAPS,ANY,KET,"Con còn lúng túng khi viết tin nhắn (Writing Part 9), cần chú ý đầy đủ các ý yêu cầu.",2
GAPS,ANY,KET,"{Student} cần rèn luyện thêm kỹ năng nghe lấy thông tin chi tiết ở phần 'Listening Part 4'.",3
GAPS,ANY,PET,"Phần 'Reading Part 4' của đề thi PET còn quá khó với {Student}, con cần luyện kỹ năng đoán nghĩa từ.",1
GAPS,ANY,PET,"Con còn lúng túng khi viết thư hoặc viết câu chuyện (Writing Part 2/3), cần đa dạng cấu trúc câu hơn.",2
GAPS,ANY,PET,"{Student} chưa thực sự làm tốt phần 'Speaking Part 2' mô tả bức tranh, cần thêm nhiều từ vựng về vị trí.",3
GAPS,ANY,GENERAL_EXAM,"{Student} gặp khó khăn trong việc quản lý thời gian khi làm đề thi tổng hợp, thường không kịp hoàn thành phần cuối.",1
GAPS,ANY,GENERAL_EXAM,"Con còn hay bị nhầm lẫn giữa các câu hỏi bẫy trong phần trắc nghiệm ngữ pháp.",2
GAPS,ANY,GENERAL_EXAM,"{Student} cần rèn luyện thêm kỹ năng đọc hiểu và tìm ý chính (skimming) để làm bài nhanh hơn.",3
SOLUTIONS,ANY,PRESENT_SIMPLE,"Con cần làm thêm 20 bài tập về chia động từ hiện tại đơn mỗi ngày. Chú ý đặc biệt các dấu hiệu nhận biết: always, usually, often, sometimes, never.",1
SOLUTIONS,ANY,PRESENT_SIMPLE,"Mỗi buổi học thuộc 5 câu ví dụ về Present Simple với các chủ ngữ khác nhau để nhớ quy tắc lâu hơn. Ví dụ: I go, He goes, They go.",2
SOLUTIONS,ANY,PRESENT_SIMPLE,Tạo flashcard các động từ thường dùng ở dạng V-s/es. {Student} nên ôn lại mỗi ngày 10 phút trước khi ngủ.,3
SOLUTIONS,ANY,PRESENT_SIMPLE,Xem video bài giảng về Present Simple trên YouTube kênh 'Learn English with TV Series' để hiểu rõ hơn.,4
SOLUTIONS,ANY,PRESENT_SIMPLE,Làm 10 câu chia động từ mỗi ngày và kiểm tra đáp án. Con cần luyện tập đều đặn để thành thạo.,5
SOLUTIONS,ANY,PRESENT_SIMPLE,"Viết nhật ký ngắn bằng tiếng Anh mỗi ngày, tập trung dùng thì Hiện tại đơn để mô tả thói quen.",6
SOLUTIONS,ANY,PRESENT_SIMPLE,"Học thuộc 20 động từ có quy tắc -s/-es đặc biệt như: go-goes, do-does, have-has, watch-watches.",7
SOLUTIONS,ANY,PRESENT_SIMPLE,Thực hành nói về thói quen hàng ngày của mình bằng tiếng Anh với ba mẹ hoặc bạn bè.,8
SOLUTIONS,ANY,PRESENT_SIMPLE,Sử dụng app 'Duolingo' hoặc 'Quizlet' để luyện tập Present Simple 15 phút mỗi ngày.,9
SOLUTIONS,ANY,PRESENT_SIMPLE,Làm bài kiểm tra trắc nghiệm online về thì Hiện tại đơn trên website English Grammar.,10
SOLUTIONS,ANY,PRESENT_SIMPLE,Đọc truyện ngắn tiếng Anh và gạch chân tất cả động từ ở thì Hiện tại đơn để quen với cách dùng.,11
SOLUTIONS,ANY,PRESENT_SIMPLE,Tham gia group học tiếng Anh online và thực hành viết câu về thói quen hàng ngày.,12
SOLUTIONS,ANY,PRESENT_SIMPLE,"Xem phim hoạt hình tiếng Anh có phụ đề, chú ý các câu diễn tả thói quen của nhân vật.",13
SOLUTIONS,ANY,PRESENT_SIMPLE,Làm bài tập trong sách Grammar in Use (Unit 5-7) về Present Simple.,14
SOLUTIONS,ANY,PRESENT_SIMPLE,Nhờ giáo viên kiểm tra và chữa lỗi các câu con đã viết để cải thiện nhanh hơn.,15
SOLUTIONS,ANY,PAST_SIMPLE,"Học thuộc lòng bảng động từ bất quy tắc, mỗi ngày 5 từ mới. Chú ý các từ hay gặp như: go, see, eat, drink, buy.",1
SOLUTIONS,ANY,PAST_SIMPLE,Tập viết 10 câu về những việc con đã làm hôm qua sử dụng thì Quá khứ đơn.,2
SOLUTIONS,ANY,PAST_SIMPLE,Làm bài tập phân biệt giữa thì Hiện tại đơn và Quá khứ đơn để nắm chắc cách dùng.,3
SOLUTIONS,ANY,PASSIVE_VOICE,"Luyện tập chuyển đổi 10 câu chủ động sang bị động mỗi ngày, chú ý thì của động từ 'to be'.",1
SOLUTIONS,ANY,PASSIVE_VOICE,"Ghi chú lại các bước chuyển đổi: Xác định tân ngữ -> Đưa lên làm chủ ngữ -> Chia to be -> V3/ed.",2
SOLUTIONS,ANY,PASSIVE_VOICE,"Ôn tập kỹ bảng phân từ hai (past participle) vì đây là thành phần then chốt của câu bị động.",3
SOLUTIONS,ANY,PREPOSITIONS,"Ghi nhớ giới từ theo cụm (fixed phrases) thay vì học lẻ tẻ từng từ.",1
SOLUTIONS,ANY,PREPOSITIONS,"Học thuộc các giới từ chỉ thời gian và nơi chốn phổ biến qua sơ đồ tư duy (mind map).",2
SOLUTIONS,ANY,PREPOSITIONS,"Mỗi khi học một tính từ hoặc động từ mới, hãy tra xem nó thường đi kèm với giới từ nào.",3
SOLUTIONS,ANY,CONDITIONAL_SENTENCES,"Tập trung học kỹ công thức của 3 loại câu điều kiện cơ bản trước khi chuyển sang loại nâng cao.",1
SOLUTIONS,ANY,CONDITIONAL_SENTENCES,"Luyện tập viết các câu điều kiện dựa trên những tình huống thực tế của con hàng ngày.",2
SOLUTIONS,ANY,CONDITIONAL_SENTENCES,"Chú ý ghi nhớ các dấu hiệu nhận biết của từng loại câu điều kiện để tránh nhầm lẫn.",3
SOLUTIONS,ANY,MODAL_VERBS,"Luyện tập sử dụng 'can/could' và 'must/have to' trong các tình huống yêu cầu hoặc bắt buộc thực tế.",1
SOLUTIONS,ANY,MODAL_VERBS,"Ghi nhớ sự khác nhau về mức độ chắc chắn khi dùng: must, may, might, could.",2
SOLUTIONS,ANY,MODAL_VERBS,"Ôn tập kỹ cách dùng 'should' để đưa ra lời khuyên trong các tình huống giao tiếp.",3
SOLUTIONS,ANY,PRONUNCIATION,"Luyện tập phát âm bảng phiên âm quốc tế (IPA) 15 phút mỗi ngày cùng với app Elsa Speak.",1
SOLUTIONS,ANY,PRONUNCIATION,"Đứng trước gương và quan sát khẩu hình miệng khi phát âm các âm khó như /θ/, /ð/.",2
SOLUTIONS,ANY,PRONUNCIATION,"Ghi âm lại giọng nói của mình, sau đó so sánh với giọng bản ngữ để tự điều chỉnh.",3
SOLUTIONS,ANY,LISTENING,"Nghe các đoạn hội thoại ngắn trên British Council và tóm tắt lại ý chính bằng tiếng Anh.",1
SOLUTIONS,ANY,LISTENING,"Luyện kỹ năng nghe chép chính tả (dictation) để tăng khả năng nhận diện từ vựng.",2
SOLUTIONS,ANY,LISTENING,"Xem phim hoạt hình hoặc nghe nhạc tiếng Anh có phụ đề để quen với ngữ điệu tự nhiên.",3
SOLUTIONS,ANY,SPEAKING,"Tập nói về các chủ đề quen thuộc (gia đình, sở thích) mỗi ngày trong vòng 2-3 phút.",1
SOLUTIONS,ANY,SPEAKING,"Tham gia các câu lạc bộ tiếng Anh hoặc nhóm học tập để có môi trường thực hành phản xạ.",2
SOLUTIONS,ANY,SPEAKING,"Luyện tập phương pháp 'Shadowing' - nhại lại giọng bản ngữ để cải thiện ngữ điệu và tốc độ nói.",3
SOLUTIONS,ANY,READING,"Đọc các mẩu tin ngắn, truyện tranh hoặc bài báo tiếng Anh đơn giản để tăng vốn từ vựng.",1
SOLUTIONS,ANY,READING,"Rèn luyện kỹ năng Skimming (đọc lướt lấy ý chính) và Scanning (đọc nhanh lấy thông tin chi tiết).",2
SOLUTIONS,ANY,READING,"Tập thói quen tra từ điển khi gặp từ mới nhưng hãy cố gắng đoán nghĩa qua ngữ cảnh trước.",3
SOLUTIONS,ANY,WRITING,"Tập viết nhật ký hoặc viết blog ngắn bằng tiếng Anh về những việc diễn ra trong ngày.",1
SOLUTIONS,ANY,WRITING,"Sử dụng các công cụ như Grammarly để tự kiểm tra lỗi ngữ pháp và từ vựng sau khi viết.",2
SOLUTIONS,ANY,WRITING,"Luyện tập viết các đoạn văn ngắn có cấu trúc rõ ràng: mở đầu, thân bài và kết luận.",3
SOLUTIONS,ANY,FLYERS,"Luyện làm đề thi thử FLYERS mỗi tuần để làm quen với cấu trúc đề và áp lực thời gian.",1
SOLUTIONS,ANY,FLYERS,"Tập trung ôn tập các cụm từ vựng theo chủ đề thường xuất hiện trong các giáo trình Flyers.",2
SOLUTIONS,ANY,KET,"Làm quen với các dạng bài đọc hiểu thông tin thực tế (email, thông báo) thường gặp trong đề KET.",1
SOLUTIONS,ANY,KET,"Luyện nghe các đoạn hội thoại ngắn và tập trả lời các câu hỏi trắc nghiệm lấy ý chính nhanh.",2
SOLUTIONS,ANY,PET,"Nâng cao vốn từ vựng học thuật cơ bản và luyện viết các câu phức để đạt điểm cao trong bài thi PET.",1
SOLUTIONS,ANY,PET,"Tập quản lý thời gian làm bài hiệu quả, ưu tiên làm các phần dễ trước để tối ưu điểm số.",2
SOLUTIONS,ANY,GENERAL_EXAM,"Tổng hợp lại các lỗi sai thường gặp khi làm đề để rút kinh nghiệm và không lặp lại.",1
SOLUTIONS,ANY,GENERAL_EXAM,"Luyện tập giải đề thi của các năm trước để nắm bắt xu hướng ra đề và các dạng bài phổ biến.",2
